target,n_compounds,mean_similarity,std_similarity,min_similarity,max_similarity
TRKB,260,0.1354078384566053,0.12274658710767634,0.023076923076923078,0.883495145631068
TRKC,191,0.14215562538047252,0.13246753623327528,0.03355704697986577,1.0
TSSK1B,13,0.1230630185232834,0.1322919068033945,0.037383177570093455,0.6435643564356436
TSSK3,4,0.16289583169462699,0.18062017173340575,0.07482993197278912,0.5666666666666667
TTK,917,0.1672667638866565,0.11761072933278238,0.024691358024691357,0.970873786407767
TXK,89,0.14708014871179625,0.12831226720042543,0.033112582781456956,0.8717948717948718
TYRO3,312,0.19348704009915005,0.139471971569634,0.039473684210526314,1.0
ULK1,15,0.17985456404751454,0.19826107295280185,0.05325443786982249,0.9347826086956522
ULK2,12,0.18187753423062644,0.2001919853091138,0.05325443786982249,0.9347826086956522
ULK3,6,0.23710615001938418,0.1990637123808295,0.07051282051282051,0.6435643564356436
VEGFR2,6584,0.11351513571110597,0.06307861893257735,0.0,1.0
VPS34,92,0.12060054523888118,0.12320987970529675,0.015037593984962405,0.8441558441558441
VRK2,4,0.3288123764161112,0.24485185397102843,0.08695652173913043,0.6435643564356436
WEE1,387,0.20893510366763648,0.16020427724729105,0.03125,0.9
WEE2,3,0.5684946203598688,0.07074407699047745,0.47368421052631576,0.6435643564356436
WNK1,2,0.10559006211180125,0.0,0.10559006211180125,0.10559006211180125
WNK2,4,0.11115951204345799,0.097948932819343,0.05325443786982249,0.328125
WNK3,5,0.10516913444224225,0.027590845045094545,0.05925925925925926,0.168
YANK1,3,0.5684946203598688,0.07074407699047745,0.47368421052631576,0.6435643564356436
YANK2,4,0.3266544121943295,0.24703446381650965,0.07692307692307693,0.6435643564356436
YANK3,4,0.3266544121943295,0.24703446381650965,0.07692307692307693,0.6435643564356436
YES,109,0.13408843760815548,0.1265206983654722,0.0234375,0.8717948717948718
YSK1,9,0.17485027032007588,0.16535077670592033,0.06666666666666667,0.6052631578947368
YSK4,3,0.097177976960747,0.012796902764029647,0.08125,0.11258278145695365
ZAK,35,0.14822524508078327,0.15980469810571318,0.03418803418803419,0.8359375
ZAP70,167,0.16430225953849556,0.15634493769309546,0.02666666666666667,1.0
p38-alpha,3097,0.11562110153968681,0.06409276025635452,0.0,1.0
p38-beta,140,0.14550870513618272,0.13189215393320936,0.022388059701492536,0.9384615384615385
p38-delta,52,0.26804595268594966,0.21242473675327916,0.03508771929824561,0.927536231884058
p38-gamma,63,0.4364720101978469,0.20057099913185883,0.050359712230215826,0.8857142857142857
